#id;city;age;comment's length
353088043;42;38;36
4136002;483;29;4
226769709;818;20;1
181230567;295;28;2
44911637;2
131619780;1
97674934;354
22659685;49
22659685;49
77532416;1;18;5
23595055;1;38;1
223128467;1
222231786;0
63941690;1517767;28;5
210028966;1;17;5
101316980;0
58903574;143;25;2
365925267;146;15;1
336498898;2;19;1
353088043;42;38;8
185117337;103
419802301;2;28;2
7650468;2;26;9
169361759;2194;24;1
352830069;2
37018007;1057228;25;7
13481093;1
16914378;479;26;6
44500106;34;20;15
33081762;1;39;3
39740221;93;25;30
57864473;1156
32651247;49
186628309;2
2172415;2
171892440;0;22;1
408290564;0;21;10
86244960;1
283457538;1
353088043;42;38;3
160280889;0
20958827;101
139319194;899
358998801;292;112;0
208333720;148
90177022;151
32651247;49
32651247;49
219671919;6659;28;42
158666012;0;23;6
219671919;6659;28;31
219671919;6659;28;28
5159407;106;26;2
143215354;72
113872078;72
143215354;72
353088043;42;38;8
19465868;119;48;3
698385;10
299719663;1681;29;8
2315035;1;28;3
8799969;55;31;5
82376605;280
344721743;0;33;1
353088043;42;38;11
17934342;5110;22;21
194813039;3653;24;11
62700926;1
210130200;148;20;2
416343258;0;21;4
32651247;49
2338776;147
408290564;0;21;4
167809811;99
11543319;123
249210097;1
226781872;2;27;0
13468372;60;32;6
285694537;0;51;0
268211253;85;15;0
343031225;96
77899778;2;19;9
224688569;0;19;8
224688569;0;19;4
35416963;1;34;2
22442527;1086;116;3
265970498;2
231053548;1
284877930;14179;17;0
140621283;0
140621283;0
82376605;280
290001860;2
228713204;0
4007752;2
120067640;1
4159622;1
352870567;106;26;1
29238805;0
82376605;280
353088043;42;38;10
414584927;4892;35;7
414584927;4892;35;4
183854684;25;15;10
238711930;0;18;11
14525619;146
200780027;0;22;3
46087379;95;24;4
240995016;0
82376605;280
16764189;2
443856;1951986;27;9
402652925;1011459;14;5
90598027;1;17;35
171635068;113;18;8
194813039;3653;24;8
102985073;1;19;8
176332793;0
353088043;42;38;5
338400531;198;26;6
1427945;2;45;3
5105158;110;28;10
11020351;952
29238805;0
11020351;952
13352720;123;25;42
27611829;1;20;4
119743417;1802375;42;8
359501425;1
355235570;2182;28;16
290001860;2
68133767;39;22;3
32299838;1
119743417;1802375;42;4
119743417;1802375;42;2
150315392;0
223722255;1803337;30;14
54363822;0
184025980;0
22442527;1086;116;15
150315392;0
37575106;2;32;10
138222587;1
170047657;2;99;10
24470740;1;25;1
371806889;0;40;9
312049282;2130
164935286;0;27;1
2360011;1;25;11
17129966;1;28;3
62700926;1
190155296;1
378695973;0;50;6
22659685;49
163544150;0
22659685;49
15725094;761
163544150;0
77920950;374;21;4
90177022;151
13064482;2;27;6
170047657;2;99;0
262255112;0;42;11
11180149;0;23;7
137474125;0
290001860;2
47482195;146
647173;0
119587993;0
54907488;2;29;4
1352073;1;29;16
29878090;1
1352073;1;29;9
38547709;2
139319194;899
95609561;2
87683037;119
36143051;0
419802301;2;28;6
20267769;49;22;11
349591884;72
349591884;72
143215354;72
272368414;0;116;3
155175059;0;38;15
8293411;64
2337035;61;30;23
82376605;280
259757398;169;35;4
155175059;0;38;31
389719259;183;33;13
8293411;64
20955000;194;26;5
151699338;0
151699338;0
11842927;72
232341174;134;43;7
9872489;26;31;13
9872489;26;31;13
170047657;2;99;2
61297926;2;24;7
167985315;0
297403903;1908844
67654841;56
211962590;1442
183359248;78;31;5
67654841;56
324296632;2130
129986980;2
324077939;136;20;0
312049282;2130
394784817;161
397797663;95;32;1
29238805;0
82376605;280
152610432;1
231059896;16310;22;2
92961166;73;21;4
2944992;801;28;15
205440520;462;16;10
105923726;1
390915016;0
21865424;39
32651247;49
29936164;0;21;5
37007407;1463
187910208;4655
19416881;150;24;10
402652925;1011459;14;3
402652925;1011459;14;13
73722492;78
402652925;1011459;14;5
38200843;2
38200843;2
82376605;280
12854156;0
77899778;2;19;13
77899778;2;19;12
647173;0
77899778;2;19;30
373155381;1;21;18
373155381;1;21;7
290001860;2
168065781;2;43;4
86960636;66;24;9
402652925;1011459;14;3
308814863;1
77899778;2;19;12
66979365;1
11118422;1;25;8
266620839;25;20;2
22442527;1086;116;4
198940771;1
45168258;82
327231794;1;19;3
398714666;0
85987562;0
81528398;151
9159999;95;36;8
255067133;23;26;12
138344539;0
255067133;23;26;2
73715673;104
29257317;60
255067133;23;26;15
168574808;0;23;5
255067133;23;26;7
63120827;0
212986984;124
9159999;95;36;5
9513874;112;36;5
9513874;112;36;6
84371345;23
2283419;1
316167816;1463
54569978;13629;38;1
198940771;1
5159407;106;26;1
39288408;280;22;1
82376605;280
20762857;2
147084604;1;19;19
15907555;314;31;2
32651247;49
171635068;113;18;5
218547232;160;21;1
15759015;7320
1913621;2
30198298;104;24;3
15759015;7320
30198298;104;24;2
15759015;7320
29238805;0
105923726;1
25891579;1;20;3
7036001;99
134484848;1517767;21;5
421815339;0;39;38
155586478;1
76891275;1
7036001;99
34208240;2
34208240;2
7036001;99
34208240;2
7036001;99
219318018;1803450
186628309;2
400738182;0;30;5
2746365;2
352698508;151;15;1
11053501;1
196813991;621;60;4
407085275;1;17;2
23498763;1
221512846;0
15184191;0;26;4
12881059;346;24;3
109516019;82
283313829;0
1974490;2;22;6
283313829;0
1974490;2;22;30
222379634;220;98;4
1974490;2;22;10
378386263;0
149180439;1
1974490;2;22;51
11053501;1
1974490;2;22;27
45187097;151
1974490;2;22;34
353088043;42;38;28
353088043;42;38;19
886118;1
12501289;0;36;2
886118;1
886118;1
290001860;2
7552701;0
11053501;1
1974490;2;22;8
361623864;1
361623864;1
29238805;0
109285383;123;22;7
40251981;10
192594144;0
168574808;0;23;2
252868273;95;14;7
105923726;1
227563387;799;45;5
183949809;338;42;4
40251981;10
40251981;10
18945664;122;39;21
3213086;1
231053548;1
205188200;1
41723995;1;18;1
359528448;2;31;4
135077785;17348
244745360;57;27;9
82376605;280
45187097;151
18945664;122;39;3
284376607;1;14;5
284376607;1;14;1
45187097;151
82376605;280
82376605;280
144869010;1
228161751;183
144869010;1
280444424;0
82376605;280
239943875;33;19;6
239943875;33;19;6
20445057;1
24213312;1
292396941;627;18;0
71354954;1
2220072;123;16;2
144869010;1
136606360;787
402652925;1011459;14;3
11250803;2
145166727;1
35212409;0
135105529;1277
32651247;49
6534723;1055073;26;0
74360289;123;19;6
135105529;1277
143180553;72;19;1
402652925;1011459;14;7
402652925;1011459;14;5
16099336;55;28;3
139380330;26
7566276;1;37;4
10881162;0
133696470;0;48;8
419802301;2;28;4
152610432;1
402652925;1011459;14;2
181938160;0;104;6
230628207;1;71;6
276578166;2
266620839;25;20;6
266620839;25;20;4
33336235;0
33336235;0
185276815;10708;21;1
134503915;790
124636654;2747
231053548;1
292396941;627;18;4
292396941;627;18;0
368098543;99;29;3
199849303;60;31;7
281666743;501
86235008;21
86235008;21
1352073;1;29;4
364726330;95;24;7
14256274;314;23;7
11543319;123
365426807;49;18;2
170014971;22
57530271;0
208801926;1710182;24;3
6626300;1;25;8
186171053;0;115;2
311653607;16354
371841421;1;30;11
27329543;11
197202737;280;37;3
173088644;1
137991381;49;24;7
100873253;61;24;10
5159407;106;26;1
4536161;1;41;11
283264041;0;37;4
138147056;2;39;5
82376605;280
17004228;99
43168833;143;46;2
383228578;1
402652925;1011459;14;9
402652925;1011459;14;6
647173;0
383228578;1
4074001;1
11686041;49
408492075;0;39;3
160550110;292
133007962;1
270412972;1017;16;4
292396941;627;18;3
280745960;340;115;9
324296632;2130
186628309;2
82376605;280
35416963;1;34;2
22113690;0;21;5
136065956;119;23;4
22113690;0;21;6
265374263;151
3610717;1463;23;1
10598725;95;23;1
231053548;1
3610717;1463;23;3
17963606;1
26848399;1
44188364;2
295633431;1
187149662;1;24;7
419566169;0;19;1
402652925;1011459;14;11
402652925;1011459;14;4
291002465;144
170732285;7279;25;2
170732285;7279;25;6
22442527;1086;116;19
172121635;2;28;3
417496199;2201;22;21
290001860;2
22113690;0;21;4
400055591;0;19;3
5611951;8
11908813;270
5611951;8
5611951;8
173088644;1
382325915;0;95;0
411859386;88;26;3
160862293;21050;25;7
221722159;52
134089083;132;18;1
267985733;1;27;5
145937396;123;30;5
313508897;3102
125551751;1
321026342;1;27;22
145424235;123;31;6
166242539;0
23190135;107;21;3
187489652;2539;33;4
187489652;2539;33;2
5332557;38;32;5
166146723;0
5332557;38;32;2
5332557;38;32;5
417496199;2201;22;39
5159407;106;26;1
46234100;0
135681682;1
28837681;42;40;10
290001860;2
212618804;5256148;24;20
401680077;0
212618804;5256148;24;7
23190135;107;21;2
280745960;340;115;2
280745960;340;115;8
280745960;340;115;6
53743478;0;28;4
65163588;55
122210371;165;40;37
421587896;0;33;3
294076541;6111;21;21
65163588;55
65163588;55
65163588;55
169693001;160
84438376;10
252719667;1
358540460;0
17129966;1;28;5
1580904;0
169578686;122
254249463;2
108606591;1;28;12
1580904;0
1580904;0
1580904;0
79068026;154
324296632;2130
183521067;38;40;4
16586498;49
219964781;2482
840474;376;29;5
13250827;109;57;9
11121195;8
219964781;2482
67908821;761;23;12
75414883;110
252719667;1
252719667;1
75414883;110
24954544;1711829
324328684;538;51;5
384521081;282
280444424;0
136142049;8496;26;11
146379751;95;40;32
136328062;610
32773032;94
344721743;0;33;5
219964781;2482
253535681;55;14;2
59353715;0;52;6
131907766;2;50;14
310521793;5449
314065741;2
77909360;282;32;3
215370232;42;32;1
142524111;19296
83864862;14867;26;8
11121195;8
8430098;1932468;115;1
171635068;113;18;2
38037680;0
82376605;280
82376605;280
171635068;113;18;3
29697023;151;19;21
231053548;1
170404827;1
187489652;2539;33;1
136142049;8496;26;6
212618804;5256148;24;4
8799969;55;31;7
26483164;2
286408625;12895
335082915;0
138148127;10
2049038;0;29;2
284376607;1;14;3
36789144;33
32651247;49
206508005;1907036;15;6
211923280;1;31;7
2049038;0;29;4
244477959;964;37;18
414307249;61;23;2
244477959;964;37;39
177883278;121
164452812;1515864;24;4
241620292;1133596
13855522;280;27;5
101641353;1
137968618;610;24;9
5795734;0
57621320;105
295208173;5315;14;1
203305656;1965294;20;13
203305656;1965294;20;10
203305656;1965294;20;14
203305656;1965294;20;6
253059816;0;21;6
284376607;1;14;5
292444914;0;32;5
26624223;60;39;2
2436619;1
167985315;0
252868273;95;14;12
231053548;1
134927557;41
13359307;151
7289218;99;58;1
134484848;1517767;21;1
54706118;49
